model_id,model_type,scaling,features,n_features,silhouette_score,log_likelihood,window_size,step_size,n_mixtures,n_factors
HierarchicalHMM_1factors_none_Range+pct_Range+RSI_55,HierarchicalHMM,none,Range+pct_Range+RSI,3,-0.006616190527915062,-2169.7060379942577,,,,1.0
RollingHMM_robust_Returns+pct_Range+fg+pct_RSI_202,RollingHMM,robust,Returns+pct_Range+fg+pct_RSI,4,-0.007538273048618286,-2565.36372602372,730.0,21.0,,
RollingHMM_none_Range+pct_Range+pct_fg+pct_RSI_87,RollingHMM,none,Range+pct_Range+pct_fg+pct_RSI,4,-0.007548457135243092,-3663.306394265179,730.0,21.0,,
StandardHMM_none_Returns+pct_Range+fg+RSI+pct_RSI_110,StandardHMM,none,Returns+pct_Range+fg+RSI+pct_RSI,5,-0.007590849671670266,-9874.806846792982,,,,
RollingHMM_robust_Range+pct_RSI_144,RollingHMM,robust,Range+pct_RSI,2,-0.007709978797015723,-1687.5528569996195,730.0,21.0,,
RollingHMM_robust_pct_Range+fg+RSI_181,RollingHMM,robust,pct_Range+fg+RSI,3,-0.00806613850506947,-1856.216841850819,730.0,21.0,,
RollingHMM_robust_Range+pct_Range+fg+pct_fg+RSI+pct_RSI_252,RollingHMM,robust,Range+pct_Range+fg+pct_fg+RSI+pct_RSI,6,-0.00819399779476218,-4685.318252441086,730.0,21.0,,
GMMHMM_none_Range+pct_Range+fg+pct_RSI_85,GMMHMM,none,Range+pct_Range+fg+pct_RSI,4,-0.00820879639161072,-9031.657409208132,,,3.0,
RollingHMM_robust_Returns+Range+pct_Range+fg+RSI_226,RollingHMM,robust,Returns+Range+pct_Range+fg+RSI,5,-0.008512755824688061,-3572.0979633686147,730.0,21.0,,
RollingHMM_none_Range+fg_14,RollingHMM,none,Range+fg,2,-0.008555141472024241,-1138.5701410263573,730.0,21.0,,
RollingHMM_robust_Returns+Range+pct_Range+fg+pct_fg+RSI_246,RollingHMM,robust,Returns+Range+pct_Range+fg+pct_fg+RSI,6,-0.008961176281758474,-4731.220433522727,730.0,21.0,,
RollingHMM_robust_Range+pct_Range+fg+pct_fg+pct_RSI_241,RollingHMM,robust,Range+pct_Range+fg+pct_fg+pct_RSI,5,-0.009256551120978557,-4242.243023233341,730.0,21.0,,
RollingHMM_robust_Returns+Range+pct_Range+fg+pct_fg+pct_RSI_247,RollingHMM,robust,Returns+Range+pct_Range+fg+pct_fg+pct_RSI,6,-0.009629741454706523,-4588.65663042222,730.0,21.0,,
RollingHMM_none_Range+pct_Range+fg+RSI+pct_RSI_115,RollingHMM,none,Range+pct_Range+fg+RSI+pct_RSI,5,-0.009966340616956022,-3470.45043946807,730.0,21.0,,
RollingHMM_robust_pct_Range+fg+pct_RSI_182,RollingHMM,robust,pct_Range+fg+pct_RSI,3,-0.01009870563126901,-2270.316169835748,730.0,21.0,,
RollingHMM_robust_pct_Range+pct_fg+RSI_183,RollingHMM,robust,pct_Range+pct_fg+RSI,3,-0.010232041336547272,-2686.0943435794775,730.0,21.0,,
HierarchicalHMM_1factors_robust_Returns+Range+pct_fg+pct_RSI_435,HierarchicalHMM,robust,Returns+Range+pct_fg+pct_RSI,4,-0.010440582442643847,-2680.401275568866,,,,1.0
RollingHMM_robust_Returns+Range+pct_Range+fg+RSI+pct_RSI_248,RollingHMM,robust,Returns+Range+pct_Range+fg+RSI+pct_RSI,6,-0.010455933371328793,-3683.000549522798,730.0,21.0,,
RollingHMM_robust_Range+pct_Range+RSI+pct_RSI_215,RollingHMM,robust,Range+pct_Range+RSI+pct_RSI,4,-0.010566130086886304,-3167.053975976548,730.0,21.0,,
RollingHMM_robust_Range+pct_Range+fg+RSI+pct_RSI_242,RollingHMM,robust,Range+pct_Range+fg+RSI+pct_RSI,5,-0.010713070945528445,-3470.450439468074,730.0,21.0,,
GMMHMM_none_Returns+Range+pct_Range+fg+pct_fg+RSI+pct_RSI_126,GMMHMM,none,Returns+Range+pct_Range+fg+pct_fg+RSI+pct_RSI,7,-0.01105034398569682,-14386.600115233052,,,3.0,
RollingHMM_robust_Returns+RSI+pct_RSI_169,RollingHMM,robust,Returns+RSI+pct_RSI,3,-0.01109347692416374,-1692.7459435552073,730.0,21.0,,
StandardHMM_none_Returns+Range+fg+pct_fg+RSI+pct_RSI_123,StandardHMM,none,Returns+Range+fg+pct_fg+RSI+pct_RSI,6,-0.01144842101982522,-2046.805075389886,,,,
RollingHMM_robust_pct_Range+fg+pct_fg+pct_RSI_221,RollingHMM,robust,pct_Range+fg+pct_fg+pct_RSI,4,-0.011548133590984163,-3486.4049348254816,730.0,21.0,,
GMMHMM_none_pct_Range+fg+RSI_54,GMMHMM,none,pct_Range+fg+RSI,3,-0.011572752302737188,-5941.256160036587,,,3.0,
HierarchicalHMM_1factors_none_pct_Range+fg+pct_RSI_75,HierarchicalHMM,none,pct_Range+fg+pct_RSI,3,-0.011575239406131341,-1804.4027043221015,,,,1.0
HierarchicalHMM_1factors_none_pct_Range+fg_11,HierarchicalHMM,none,pct_Range+fg,2,-0.011594565680381972,-1804.3995154347617,,,,1.0
HierarchicalHMM_1factors_none_Returns+pct_Range+fg_31,HierarchicalHMM,none,Returns+pct_Range+fg,3,-0.011685907899042891,-2516.2299456926053,,,,1.0
RollingHMM_robust_Returns+Range+pct_fg+pct_RSI_198,RollingHMM,robust,Returns+Range+pct_fg+pct_RSI,4,-0.011797479145574828,-3102.498373114731,730.0,21.0,,
HierarchicalHMM_3factors_none_Returns+Range+fg+pct_fg_105,HierarchicalHMM,none,Returns+Range+fg+pct_fg,4,-0.011964338641549069,-6690.213039957918,,,,3.0
RollingHMM_robust_Returns+fg+RSI_165,RollingHMM,robust,Returns+fg+RSI,3,-0.012040037888029235,-1775.9653925848331,730.0,21.0,,
HierarchicalHMM_3factors_none_Returns+Range+pct_Range+fg+pct_fg+RSI+pct_RSI_317,HierarchicalHMM,none,Returns+Range+pct_Range+fg+pct_fg+RSI+pct_RSI,7,-0.012217848923905813,-6933.339799713956,,,,3.0
GMMHMM_none_Returns+Range+pct_Range+RSI_65,GMMHMM,none,Returns+Range+pct_Range+RSI,4,-0.012408390273071791,-9320.87332589376,,,3.0,
RollingHMM_robust_Returns+fg+pct_fg+RSI+pct_RSI_239,RollingHMM,robust,Returns+fg+pct_fg+RSI+pct_RSI,5,-0.012680086251941766,-3330.0146117131144,730.0,21.0,,
RollingHMM_none_Range+pct_Range+pct_fg+RSI+pct_RSI_116,RollingHMM,none,Range+pct_Range+pct_fg+RSI+pct_RSI,5,-0.012735518489095137,-4358.400829320761,730.0,21.0,,
RollingHMM_robust_Range+pct_Range+pct_fg_171,RollingHMM,robust,Range+pct_Range+pct_fg,3,-0.012797601209713731,-2747.048032488019,730.0,21.0,,
RollingHMM_robust_Range+pct_fg+RSI+pct_RSI_219,RollingHMM,robust,Range+pct_fg+RSI+pct_RSI,4,-0.012882278076435789,-3532.722994791853,730.0,21.0,,
RollingHMM_robust_Returns+fg+pct_fg_164,RollingHMM,robust,Returns+fg+pct_fg,3,-0.012904495427634388,-2549.7808459574976,730.0,21.0,,
RollingHMM_none_Returns+Range+fg_29,RollingHMM,none,Returns+Range+fg,3,-0.013111848246420069,-2294.0747801131793,730.0,21.0,,
RollingHMM_none_Returns+Range+pct_Range_28,RollingHMM,none,Returns+Range+pct_Range,3,-0.013131093468590297,-2452.793548435755,730.0,21.0,,
RollingHMM_none_Returns+pct_fg+RSI_40,RollingHMM,none,Returns+pct_fg+RSI,3,-0.013167834044498143,-2759.0927231454734,730.0,21.0,,
RollingHMM_robust_Returns+Range+pct_Range+pct_fg+pct_RSI_229,RollingHMM,robust,Returns+Range+pct_Range+pct_fg+pct_RSI,5,-0.013272579343357604,-3943.180148594307,730.0,21.0,,
RollingHMM_robust_Range+pct_Range+fg+RSI_211,RollingHMM,robust,Range+pct_Range+fg+RSI,4,-0.013424028414318721,-2628.483093010891,730.0,21.0,,
HierarchicalHMM_2factors_none_Returns+Range+pct_fg+RSI+pct_RSI_233,HierarchicalHMM,none,Returns+Range+pct_fg+RSI+pct_RSI,5,-0.01348321930583393,-4661.561156828847,,,,2.0
StandardHMM_none_Returns+Range+pct_Range+RSI+pct_RSI_103,StandardHMM,none,Returns+Range+pct_Range+RSI+pct_RSI,5,-0.013484758605673497,3268.845089207063,,,,
RollingHMM_robust_pct_Range+pct_fg+pct_RSI_184,RollingHMM,robust,pct_Range+pct_fg+pct_RSI,3,-0.013507135662023313,-2930.8654903972047,730.0,21.0,,
RollingHMM_robust_pct_Range+fg+pct_fg+RSI_220,RollingHMM,robust,pct_Range+fg+pct_fg+RSI,4,-0.013532410923516047,-2980.4034134741696,730.0,21.0,,
RollingHMM_robust_Returns+Range+pct_Range+fg+pct_fg+RSI+pct_RSI_253,RollingHMM,robust,Returns+Range+pct_Range+fg+pct_fg+RSI+pct_RSI,7,-0.013637387800206407,-5011.095201215863,730.0,21.0,,
RollingHMM_none_Returns+pct_Range+fg+pct_RSI_75,RollingHMM,none,Returns+pct_Range+fg+pct_RSI,4,-0.013878154361963768,-2565.3637260237165,730.0,21.0,,
RollingHMM_robust_Returns+fg_136,RollingHMM,robust,Returns+fg,2,-0.013906221352130854,-1309.5316074011762,730.0,21.0,,
RollingHMM_none_Range+fg+RSI+pct_RSI_91,RollingHMM,none,Range+fg+RSI+pct_RSI,4,-0.014192767006406985,-2621.7954702238694,730.0,21.0,,
GMMHMM_robust_Returns+pct_fg_137,GMMHMM,robust,Returns+pct_fg,2,-0.014224475375583733,-6130.1095501397,,,3.0,
StandardHMM_robust_Returns+pct_fg_137,StandardHMM,robust,Returns+pct_fg,2,-0.014224475375583733,-6130.109550139582,,,,
RollingHMM_robust_fg+pct_RSI_151,RollingHMM,robust,fg+pct_RSI,2,-0.014581360052743667,-1272.5312222983657,730.0,21.0,,
GMMHMM_none_Returns+pct_Range+RSI+pct_RSI_78,GMMHMM,none,Returns+pct_Range+RSI+pct_RSI,4,-0.014869271954774914,-7528.607232201398,,,3.0,
RollingHMM_none_Returns+Range+pct_Range+fg+pct_fg_98,RollingHMM,none,Returns+Range+pct_Range+fg+pct_fg,5,-0.014876411708634801,-4279.547281207781,730.0,21.0,,
StandardHMM_none_Returns+Range+RSI+pct_RSI_72,StandardHMM,none,Returns+Range+RSI+pct_RSI,4,-0.015273592878207523,5678.74042446272,,,,
RollingHMM_robust_Returns+pct_Range+fg+pct_fg_200,RollingHMM,robust,Returns+pct_Range+fg+pct_fg,4,-0.015415260554818944,-3610.4297671605973,730.0,21.0,,
HierarchicalHMM_3factors_none_Returns+pct_Range+fg+pct_RSI_129,HierarchicalHMM,none,Returns+pct_Range+fg+pct_RSI,4,-0.015981687280500378,-6945.6674152726655,,,,3.0
RollingHMM_none_Returns+pct_Range+fg+RSI+pct_RSI_110,RollingHMM,none,Returns+pct_Range+fg+RSI+pct_RSI,5,-0.016091093453491134,-2975.267475882383,730.0,21.0,,
HierarchicalHMM_2factors_none_Range+fg+pct_RSI_64,HierarchicalHMM,none,Range+fg+pct_RSI,3,-0.016103165126865795,-4351.104877182158,,,,2.0
RollingHMM_none_pct_Range+fg+pct_fg+pct_RSI_94,RollingHMM,none,pct_Range+fg+pct_fg+pct_RSI,4,-0.016215715564045323,-3486.40493482548,730.0,21.0,,
RollingHMM_robust_Range+pct_Range_140,RollingHMM,robust,Range+pct_Range,2,-0.01624523802076358,-1529.1762758636874,730.0,21.0,,
GMMHMM_none_Returns+Range+pct_fg_30,GMMHMM,none,Returns+Range+pct_fg,3,-0.0162849983722858,-7809.85993198598,,,3.0,
RollingHMM_none_Returns+Range+pct_Range+pct_RSI_66,RollingHMM,none,Returns+Range+pct_Range+pct_RSI,4,-0.016543587783205402,-2605.2419593462982,730.0,21.0,,
RollingHMM_robust_pct_Range+fg+RSI+pct_RSI_222,RollingHMM,robust,pct_Range+fg+RSI+pct_RSI,4,-0.01673533584340426,-2721.466830641924,730.0,21.0,,
RollingHMM_none_Returns+Range+pct_Range+fg+pct_RSI_100,RollingHMM,none,Returns+Range+pct_Range+fg+pct_RSI,5,-0.016810690164018916,-3290.90362333706,730.0,21.0,,
RollingHMM_robust_pct_Range+RSI+pct_RSI_185,RollingHMM,robust,pct_Range+RSI+pct_RSI,3,-0.01692502178032844,-2382.6800247634665,730.0,21.0,,
RollingHMM_robust_Returns+Range+fg+pct_fg+RSI_231,RollingHMM,robust,Returns+Range+fg+pct_fg+RSI,5,-0.0172412699376925,-3917.201005802402,730.0,21.0,,
RollingHMM_robust_Returns+Range+pct_Range+pct_fg+RSI+pct_RSI_249,RollingHMM,robust,Returns+Range+pct_Range+pct_fg+RSI+pct_RSI,6,-0.017491906640724534,-4598.141207526607,730.0,21.0,,
RollingHMM_robust_Returns+Range+pct_Range+pct_fg+RSI_228,RollingHMM,robust,Returns+Range+pct_Range+pct_fg+RSI,5,-0.017703827472206203,-4388.6077987513745,730.0,21.0,,
RollingHMM_robust_Returns+pct_Range+fg+pct_fg+RSI+pct_RSI_251,RollingHMM,robust,Returns+pct_Range+fg+pct_fg+RSI+pct_RSI,6,-0.01798270284730619,-4228.912409227997,730.0,21.0,,
RollingHMM_none_Range+pct_RSI_17,RollingHMM,none,Range+pct_RSI,2,-0.017999871392971104,-1687.552856999618,730.0,21.0,,
GMMHMM_none_Returns+pct_Range+pct_fg+pct_RSI_77,GMMHMM,none,Returns+pct_Range+pct_fg+pct_RSI,4,-0.018054259702647974,-9218.102536591121,,,3.0,
RollingHMM_robust_Range+pct_Range+pct_fg+RSI_213,RollingHMM,robust,Range+pct_Range+pct_fg+RSI,4,-0.018096811526709933,-3433.6234311547187,730.0,21.0,,
RollingHMM_robust_pct_fg+pct_RSI_153,RollingHMM,robust,pct_fg+pct_RSI,2,-0.01820424010466129,-2091.161666408195,730.0,21.0,,
RollingHMM_robust_Returns+Range+pct_Range+pct_fg_191,RollingHMM,robust,Returns+Range+pct_Range+pct_fg,4,-0.018292949254929223,-3703.9710898228277,730.0,21.0,,
RollingHMM_robust_Returns+pct_Range+pct_fg_161,RollingHMM,robust,Returns+pct_Range+pct_fg,3,-0.018344729750691048,-3029.277618945711,730.0,21.0,,
RollingHMM_none_Range+pct_Range+fg_43,RollingHMM,none,Range+pct_Range+fg,3,-0.018416960444763767,-2150.867237164656,730.0,21.0,,
RollingHMM_robust_Returns+Range+fg+RSI+pct_RSI_233,RollingHMM,robust,Returns+Range+fg+RSI+pct_RSI,5,-0.01844734281412449,-2901.4003193585836,730.0,21.0,,
HierarchicalHMM_2factors_none_Range+fg+pct_fg_60,HierarchicalHMM,none,Range+fg+pct_fg,3,-0.018466612295833507,-4270.5118044589835,,,,2.0
GMMHMM_none_Returns+Range+pct_Range+pct_fg_64,GMMHMM,none,Returns+Range+pct_Range+pct_fg,4,-0.018517099841860896,-10279.923331637825,,,3.0,
HierarchicalHMM_2factors_none_Returns+Range+pct_Range+fg+pct_fg+pct_RSI_286,HierarchicalHMM,none,Returns+Range+pct_Range+fg+pct_fg+pct_RSI,6,-0.018563910770757815,-3958.8022798397606,,,,2.0
RollingHMM_none_Returns+Range+fg+pct_fg+RSI+pct_RSI_123,RollingHMM,none,Returns+Range+fg+pct_fg+RSI+pct_RSI,6,-0.01866279236717592,-4143.244408346232,730.0,21.0,,
RollingHMM_robust_Returns+Range+RSI_158,RollingHMM,robust,Returns+Range+RSI,3,-0.018714898066954058,-2341.043055227506,730.0,21.0,,
HierarchicalHMM_2factors_none_Returns+Range+pct_Range+pct_fg_95,HierarchicalHMM,none,Returns+Range+pct_Range+pct_fg,4,-0.01907798838447665,-4163.839041632501,,,,2.0
RollingHMM_none_Returns+Range+pct_fg+pct_RSI_71,RollingHMM,none,Returns+Range+pct_fg+pct_RSI,4,-0.019161335040837727,-3102.4983731147304,730.0,21.0,,
GMMHMM_none_Range+pct_Range+fg+RSI_84,GMMHMM,none,Range+pct_Range+fg+RSI,4,-0.01926635312015554,-8099.585617114618,,,3.0,
RollingHMM_robust_Range+pct_Range+fg+pct_fg+RSI_240,RollingHMM,robust,Range+pct_Range+fg+pct_fg+RSI,5,-0.019319907929952966,-3788.1330974556918,730.0,21.0,,
RollingHMM_robust_Returns+Range+RSI+pct_RSI_199,RollingHMM,robust,Returns+Range+RSI+pct_RSI,4,-0.019611260295647356,-2476.7534289137125,730.0,21.0,,
RollingHMM_none_Returns+Range+pct_Range+fg+RSI+pct_RSI_121,RollingHMM,none,Returns+Range+pct_Range+fg+RSI+pct_RSI,6,-0.019962904450303378,-3683.000549522802,730.0,21.0,,
RollingHMM_none_Returns+Range+fg+pct_fg+pct_RSI_105,RollingHMM,none,Returns+Range+fg+pct_fg+pct_RSI,5,-0.020080436899776292,-3737.340356182332,730.0,21.0,,
HierarchicalHMM_2factors_none_Returns+Range+pct_Range+pct_fg+RSI+pct_RSI_296,HierarchicalHMM,none,Returns+Range+pct_Range+pct_fg+RSI+pct_RSI,6,-0.02011040977496762,-3944.444042755653,,,,2.0
RollingHMM_robust_Range+fg_141,RollingHMM,robust,Range+fg,2,-0.020138988239429164,-1138.5701410263582,730.0,21.0,,
RollingHMM_none_pct_fg+pct_RSI_26,RollingHMM,none,pct_fg+pct_RSI,2,-0.02022920885326851,-2091.161666408194,730.0,21.0,,
RollingHMM_none_Range+pct_Range+fg+pct_fg+RSI_113,RollingHMM,none,Range+pct_Range+fg+pct_fg+RSI,5,-0.020345342969470992,-3788.133097455688,730.0,21.0,,
RollingHMM_none_Returns+Range+fg+RSI+pct_RSI_106,RollingHMM,none,Returns+Range+fg+RSI+pct_RSI,5,-0.020520832824734474,-2901.4003193585836,730.0,21.0,,
RollingHMM_robust_Returns+Range+pct_Range+RSI+pct_RSI_230,RollingHMM,robust,Returns+Range+pct_Range+RSI+pct_RSI,5,-0.020625491241357447,-3251.8138630777867,730.0,21.0,,
HierarchicalHMM_2factors_none_Returns+Range+fg_24,HierarchicalHMM,none,Returns+Range+fg,3,-0.020860970942348355,-4195.805351569246,,,,2.0
RollingHMM_none_Returns+fg+pct_fg+RSI+pct_RSI_112,RollingHMM,none,Returns+fg+pct_fg+RSI+pct_RSI,5,-0.02118609001310079,-3330.0146117131144,730.0,21.0,,
RollingHMM_none_pct_Range+fg+pct_fg+RSI_93,RollingHMM,none,pct_Range+fg+pct_fg+RSI,4,-0.02132887065024046,-2980.4034134741714,730.0,21.0,,
RollingHMM_robust_Returns+pct_Range+pct_RSI_163,RollingHMM,robust,Returns+pct_Range+pct_RSI,3,-0.021365034091213323,-1957.0019041401292,730.0,21.0,,
RollingHMM_none_pct_fg+RSI+pct_RSI_62,RollingHMM,none,pct_fg+RSI+pct_RSI,3,-0.021567202526427336,-2682.4606666648756,730.0,21.0,,
RollingHMM_robust_Returns+pct_Range+pct_fg+RSI_203,RollingHMM,robust,Returns+pct_Range+pct_fg+RSI,4,-0.02160954060831079,-3694.692641361363,730.0,21.0,,
RollingHMM_none_Range+fg+pct_RSI_49,RollingHMM,none,Range+fg+pct_RSI,3,-0.021705300151489172,-2184.6983251685924,730.0,21.0,,
RollingHMM_robust_Returns+Range+pct_RSI_159,RollingHMM,robust,Returns+Range+pct_RSI,3,-0.021906536248164844,-1823.744751821226,730.0,21.0,,
GMMHMM_none_Returns+Range+RSI+pct_RSI_72,GMMHMM,none,Returns+Range+RSI+pct_RSI,4,-0.0221743257915779,-7204.105713366375,,,3.0,
RollingHMM_robust_fg+pct_fg+pct_RSI_187,RollingHMM,robust,fg+pct_fg+pct_RSI,3,-0.022279087163619603,-2448.250799114703,730.0,21.0,,
RollingHMM_none_Returns+fg+RSI+pct_RSI_81,RollingHMM,none,Returns+fg+RSI+pct_RSI,4,-0.022495339048162505,-2017.0694095481076,730.0,21.0,,
HierarchicalHMM_2factors_none_Returns+Range+pct_Range+RSI+pct_RSI_217,HierarchicalHMM,none,Returns+Range+pct_Range+RSI+pct_RSI,5,-0.022537440615712574,-3922.4470276790084,,,,2.0
GMMHMM_none_Returns+Range+pct_Range+fg+pct_fg+pct_RSI_120,GMMHMM,none,Returns+Range+pct_Range+fg+pct_fg+pct_RSI,6,-0.022819995711514704,-12819.429441494713,,,3.0,
RollingHMM_none_Range+pct_Range+pct_fg+RSI_86,RollingHMM,none,Range+pct_Range+pct_fg+RSI,4,-0.02309472516650753,-3433.6234311547196,730.0,21.0,,
RollingHMM_robust_Returns+fg+pct_fg+RSI_206,RollingHMM,robust,Returns+fg+pct_fg+RSI,4,-0.02318525926419579,-2965.49940170212,730.0,21.0,,
StandardHMM_none_Returns+pct_Range+pct_RSI_36,StandardHMM,none,Returns+pct_Range+pct_RSI,3,-0.023348444640159973,6399.879956377739,,,,
RollingHMM_none_Returns+Range+pct_Range+fg+pct_fg+RSI+pct_RSI_126,RollingHMM,none,Returns+Range+pct_Range+fg+pct_fg+RSI+pct_RSI,7,-0.02339534256497191,-5011.095201215865,730.0,21.0,,
GMMHMM_none_Returns+Range+pct_Range+fg+RSI_99,GMMHMM,none,Returns+Range+pct_Range+fg+RSI,5,-0.02349555443969429,-10292.533237126358,,,3.0,
HierarchicalHMM_3factors_none_Returns+Range+fg+pct_fg+pct_RSI_226,HierarchicalHMM,none,Returns+Range+fg+pct_fg+pct_RSI,5,-0.023537999686628053,-6280.348089810076,,,,3.0
GMMHMM_none_Returns+Range+pct_Range+RSI+pct_RSI_103,GMMHMM,none,Returns+Range+pct_Range+RSI+pct_RSI,5,-0.0236570592320166,-9567.746979514908,,,3.0,
RollingHMM_robust_Range+fg+pct_RSI_176,RollingHMM,robust,Range+fg+pct_RSI,3,-0.02370711100141231,-2184.6983251685906,730.0,21.0,,
RollingHMM_robust_Range+pct_Range+pct_fg+RSI+pct_RSI_243,RollingHMM,robust,Range+pct_Range+pct_fg+RSI+pct_RSI,5,-0.02372327031220056,-4358.400829320766,730.0,21.0,,
HierarchicalHMM_2factors_none_Range+RSI+pct_RSI_70,HierarchicalHMM,none,Range+RSI+pct_RSI,3,-0.0239101108545828,-4491.556493988674,,,,2.0
RollingHMM_robust_pct_Range+pct_fg_146,RollingHMM,robust,pct_Range+pct_fg,2,-0.023962831156585367,-2012.1895918353837,730.0,21.0,,
HierarchicalHMM_1factors_robust_Returns+Range+fg_343,HierarchicalHMM,robust,Returns+Range+fg,3,-0.024203372774432852,-2567.4774435052414,,,,1.0
RollingHMM_none_pct_Range+fg+pct_RSI_55,RollingHMM,none,pct_Range+fg+pct_RSI,3,-0.024450414969444487,-2270.316169835748,730.0,21.0,,
GMMHMM_none_Returns+pct_Range+fg_33,GMMHMM,none,Returns+pct_Range+fg,3,-0.024605829172603354,-7094.739938269477,,,3.0,
RollingHMM_robust_Returns+Range+fg+pct_fg+pct_RSI_232,RollingHMM,robust,Returns+Range+fg+pct_fg+pct_RSI,5,-0.024733076981167244,-3737.3403561823116,730.0,21.0,,
RollingHMM_robust_Returns+Range+pct_Range+fg+pct_fg_225,RollingHMM,robust,Returns+Range+pct_Range+fg+pct_fg,5,-0.025018253302385884,-4279.5472812077805,730.0,21.0,,
RollingHMM_robust_fg+pct_fg+RSI+pct_RSI_224,RollingHMM,robust,fg+pct_fg+RSI+pct_RSI,4,-0.025248024637895747,-2871.568558345323,730.0,21.0,,
RollingHMM_none_Returns+Range+pct_Range+fg+RSI_99,RollingHMM,none,Returns+Range+pct_Range+fg+RSI,5,-0.025544508445089358,-3572.097963368616,730.0,21.0,,
RollingHMM_none_Returns+pct_Range+fg+RSI_74,RollingHMM,none,Returns+pct_Range+fg+RSI,4,-0.02632768271892526,-2773.9138603510196,730.0,21.0,,
RollingHMM_none_Returns+Range+pct_Range+RSI+pct_RSI_103,RollingHMM,none,Returns+Range+pct_Range+RSI+pct_RSI,5,-0.02636049839713261,-3251.813863077781,730.0,21.0,,
RollingHMM_robust_Returns+pct_Range+RSI+pct_RSI_205,RollingHMM,robust,Returns+pct_Range+RSI+pct_RSI,4,-0.02641777965420468,-2614.351342264267,730.0,21.0,,
RollingHMM_robust_Range+fg+pct_fg+pct_RSI_217,RollingHMM,robust,Range+fg+pct_fg+pct_RSI,4,-0.026429036821361145,-3415.8566922327063,730.0,21.0,,
RollingHMM_none_Range+pct_Range+RSI+pct_RSI_88,RollingHMM,none,Range+pct_Range+RSI+pct_RSI,4,-0.02669033192371059,-3167.0539759765506,730.0,21.0,,
GMMHMM_none_Returns+pct_Range+fg+pct_RSI_75,GMMHMM,none,Returns+pct_Range+fg+pct_RSI,4,-0.02676708583465116,-7533.767781365769,,,3.0,
RollingHMM_robust_Returns+pct_Range+fg+RSI+pct_RSI_237,RollingHMM,robust,Returns+pct_Range+fg+RSI+pct_RSI,5,-0.027435550305732765,-2975.2674758823805,730.0,21.0,,
HierarchicalHMM_1factors_none_Returns+Range+fg_23,HierarchicalHMM,none,Returns+Range+fg,3,-0.02818910068834372,-2567.477443505281,,,,1.0
RollingHMM_robust_Returns+pct_Range+fg+pct_fg+RSI_235,RollingHMM,robust,Returns+pct_Range+fg+pct_fg+RSI,5,-0.028249488905713438,-4040.947431575317,730.0,21.0,,
RollingHMM_none_Returns+fg+pct_RSI_39,RollingHMM,none,Returns+fg+pct_RSI,3,-0.02847678404599359,-1633.2990084687121,730.0,21.0,,
RollingHMM_none_Returns+pct_Range+pct_RSI_36,RollingHMM,none,Returns+pct_Range+pct_RSI,3,-0.028701507670060758,-1957.00190414013,730.0,21.0,,
RollingHMM_none_Returns+pct_fg+pct_RSI_41,RollingHMM,none,Returns+pct_fg+pct_RSI,3,-0.02871427031752859,-2451.369944640698,730.0,21.0,,
RollingHMM_none_Returns+Range+fg+pct_RSI_69,RollingHMM,none,Returns+Range+fg+pct_RSI,4,-0.02882790322672017,-2507.2242708846347,730.0,21.0,,
RollingHMM_none_Returns+Range+pct_RSI_32,RollingHMM,none,Returns+Range+pct_RSI,3,-0.02884207528241399,-1823.744751821227,730.0,21.0,,
RollingHMM_none_Returns+Range+pct_fg+RSI+pct_RSI_107,RollingHMM,none,Returns+Range+pct_fg+RSI+pct_RSI,5,-0.02911081746411964,-3743.1604421582933,730.0,21.0,,
RollingHMM_robust_Returns+pct_Range+fg+pct_fg+pct_RSI_236,RollingHMM,robust,Returns+pct_Range+fg+pct_fg+pct_RSI,5,-0.02924811041003193,-3798.0721787071884,730.0,21.0,,
GMMHMM_none_Returns+Range+pct_Range+pct_fg+RSI+pct_RSI_122,GMMHMM,none,Returns+Range+pct_Range+pct_fg+RSI+pct_RSI,6,-0.029322510892064543,-13037.297751371034,,,3.0,
HierarchicalHMM_4factors_none_Returns+pct_Range+fg+RSI+pct_RSI_247,HierarchicalHMM,none,Returns+pct_Range+fg+RSI+pct_RSI,5,-0.03023312730582335,-9630.036332441963,,,,4.0
RollingHMM_none_Returns+pct_fg+RSI+pct_RSI_82,RollingHMM,none,Returns+pct_fg+RSI+pct_RSI,4,-0.03038692511170886,-3025.2103044610267,730.0,21.0,,
RollingHMM_none_pct_fg+RSI_25,RollingHMM,none,pct_fg+RSI,2,-0.030416952405010425,-1673.1970954844041,730.0,21.0,,
HierarchicalHMM_2factors_none_Returns+pct_Range+pct_fg+RSI+pct_RSI_249,HierarchicalHMM,none,Returns+pct_Range+pct_fg+RSI+pct_RSI,5,-0.030926743159456867,-4691.038426231293,,,,2.0
GMMHMM_none_Returns+Range+pct_fg+RSI+pct_RSI_107,GMMHMM,none,Returns+Range+pct_fg+RSI+pct_RSI,5,-0.030961006567388493,-10622.3986231749,,,3.0,
HierarchicalHMM_2factors_none_Returns+pct_Range+fg_32,HierarchicalHMM,none,Returns+pct_Range+fg,3,-0.03126659523362629,-4165.680124073774,,,,2.0
RollingHMM_none_Returns+Range+RSI_31,RollingHMM,none,Returns+Range+RSI,3,-0.03127797660196224,-2341.043055227506,730.0,21.0,,
